time,cpu_usage,memory_usage
0,0.015211231061279477,0.01260886541358386
1,0.015248267475557757,0.012509323915584989
2,0.015292284814943902,0.013058874333667252
3,0.015925216523383336,0.013269485728334867
4,0.01654347975367574,0.013424925994875152
5,0.016379171502407766,0.013412634367566472
6,0.016277011214263313,0.013471689245722058
7,0.015718825858078912,0.01300867620959508
8,0.016487059371858424,0.01307977073174583
9,0.01649954685475696,0.012768841343301788
10,0.01531873645097221,0.01293184187436379
11,0.015570364526626818,0.013040619951132733
12,0.016052116359448608,0.013114955799129985
13,0.015973650080343363,0.01304420895060935
14,0.015086833289139063,0.012904675174504592
15,0.015130856078929228,0.01297422303206397
16,0.015318602207499544,0.012791873304339453
17,0.01501742731483184,0.012846165285100445
18,0.014534674854285255,0.013011687532194158
19,0.014810429407678074,0.012897580045943803
20,0.015066141017450204,0.012919264687620153
21,0.013862153287289932,0.011652065049226194
22,0.013376066548139828,0.012026946199531508
23,0.014370986651297971,0.01293480212405472
24,0.013329502638286635,0.012547183030403811
25,0.012499950824639996,0.012315821215479215
26,0.012393156407446418,0.012574925779327025
27,0.012529507245474013,0.01253259950249132
28,0.012485424677338564,0.01244223979265123
29,0.013013985835208674,0.012616430091382984
30,0.012652117464943224,0.0129213619743896
31,0.012677985208336903,0.012758826134088802
32,0.01244853550804911,0.012575502189606676
33,0.012153852595091316,0.012597698176523646
34,0.012740169092492978,0.012936560537568618
35,0.01295131753945393,0.013011519617615453
36,0.01287760469979386,0.012990788983669321
37,0.012929232164860114,0.013058478410005955
38,0.012061727804605765,0.012770042155191334
39,0.012026121012723125,0.012937669190054376
40,0.0120006565113398,0.012847613307141275
41,0.01223819034722155,0.012759392996652599
42,0.012491582348293036,0.012779360410315004
43,0.012751651269797114,0.012825459777925699
44,0.012673168880390415,0.0128024304768181
45,0.013222805771969647,0.01279465700451901
46,0.013220376837368701,0.013221444119192433
47,0.013164558312935221,0.013245307032076428
48,0.012810916876526754,0.01321392139648064
49,0.013213752963436742,0.013229663598386378
50,0.013010032775537307,0.013288782200507374
51,0.012029931989469346,0.013043124876324143
52,0.011276158563408491,0.012948132765324215
53,0.011189652968069813,0.012622394609103233
54,0.011558400984736211,0.012681650159597633
55,0.011845669281032244,0.012578775660376339
56,0.011815512153842272,0.01272669595498949
57,0.010703222679025886,0.0128870180159938
58,0.009938083350524205,0.012645052764533753
59,0.009442032969570874,0.012607230226332642
60,0.009942839334802358,0.012672507168077518
61,0.010562794045747188,0.012975283607025536
62,0.011010338601625784,0.012829883354317608
63,0.010954601467217873,0.01300668646246995
64,0.01085949528153164,0.013011505159027683
65,0.011279143095320552,0.012714101438254528
66,0.011649610423281652,0.012875212200282043
67,0.011942888879569256,0.012906975043318348
68,0.012897715311143221,0.013339617473148662
69,0.012235788359996459,0.01344058441973388
70,0.011556587223333128,0.013104750849571706
71,0.01193611665967704,0.013143711795909995
72,0.01234856945110968,0.013252834413937702
73,0.012129458082904755,0.012985843289726054
74,0.012231786080651216,0.013087168164939033
75,0.01223757653704349,0.012677977063375328
76,0.013583145293397799,0.01234592469360665
77,0.0138508240865733,0.012579411804276203
78,0.01343707515744085,0.012592164739793507
79,0.013649852098244836,0.012413049378824152
80,0.013280303901852582,0.012441168302605627
81,0.012980771723551254,0.012427677454193087
82,0.012843812462816713,0.012399378778763721
83,0.012841221979421329,0.012800122665437251
84,0.01265403253444683,0.01292661726588522
85,0.012937214874401495,0.012818939621099434
86,0.012658913947849694,0.01219232026384279
87,0.012638296525854827,0.012661593806929446
88,0.011349963851352642,0.011220361784936699
89,0.013245200306825423,0.012204390540096376
90,0.013375234578524823,0.012967822524667914
91,0.014513628351042245,0.012744773959587402
92,0.01415324655421671,0.012460365500032594
93,0.01339157516460337,0.012428008415444657
94,0.012900028273188636,0.012605504862446175
95,0.013026696011703441,0.012606454257606434
96,0.01290632626616211,0.012610061847906888
97,0.012874305436410912,0.012239924800064235
98,0.01313988175388199,0.012858627137206079
99,0.013231564963901113,0.012930500672748074
100,0.013043314860858754,0.012641986441093959
101,0.012638815367415745,0.012570290538999178
102,0.012996113909734666,0.012657059908642585
103,0.013611643939315689,0.012594235890124665
104,0.013695333896288579,0.012638169428467714
105,0.013491181835764537,0.012376970152925784
106,0.012783798465841198,0.01239414165489677
107,0.011528544031740372,0.011229975375289327
108,0.010413144951803916,0.010417278509263085
109,0.013568578051889114,0.012177035082753947
110,0.01738683549414092,0.013670318611863347
111,0.018930222693531243,0.014057758116093683
112,0.019267546812044976,0.014299206803530575
113,0.019745451036390083,0.014606621957284818
114,0.017146861333170425,0.014995139985796047
115,0.0141466674112935,0.014787934679184066
116,0.013205428375668233,0.014529008744959349
117,0.012048632273194559,0.013447890165369744
118,0.012389126908377584,0.013755146166690298
119,0.013039980568627386,0.013963638629893435
120,0.012269164235658247,0.013703218830992589
121,0.012218386344574181,0.013343538538647611
122,0.011823615359751448,0.013512770726368287
123,0.011880679258157015,0.013706719364129625
124,0.011758733435440724,0.013648626131893729
125,0.012311860609182252,0.01361066920652683
126,0.012644914282153497,0.013504098917469808
127,0.01280852143933678,0.013707268014553535
128,0.012483988662109629,0.013525786450823833
129,0.01273402487902937,0.013484908635064508
130,0.012780631348006041,0.013443374377830391
131,0.01272931833618511,0.013716930858298762
132,0.013224519417535248,0.013806170324648199
133,0.01463741640961591,0.013533575468067707
134,0.01589703079266239,0.013292365688793053
135,0.016842613299986504,0.012812765107147238
136,0.015393640059574326,0.01244151275822629
137,0.014796653504559117,0.01243946374034664
138,0.014786822123770676,0.012887936953317369
139,0.013702155773845072,0.011656834121206529
