time,cpu_usage,memory_usage
0,0.015710684680745407,0.018791737812492347
1,0.015797919234273955,0.01962121349107477
2,0.015576375583261661,0.01991746015636167
3,0.016986386275433883,0.020536605789804742
4,0.019360634565656648,0.020911201379253654
5,0.019667744921165235,0.021052050351899117
6,0.01986691104921645,0.02134226313611823
7,0.019491237872657823,0.02098478101657921
8,0.02047078289136585,0.021312799261204808
9,0.020399149556754967,0.021104963079595872
10,0.018844689972997843,0.0209575616914746
11,0.018807277687376455,0.021415445316874008
12,0.018847306440640723,0.02145307242522973
13,0.01898893919191403,0.021406626852218256
14,0.018557923573950072,0.02117342283967106
15,0.0182499092099947,0.021068775373478177
16,0.019877276329732484,0.021120461438828172
17,0.021517917282274757,0.022229416719408524
18,0.02107446639019446,0.022881951728350242
19,0.021717177466095198,0.023053475050542616
20,0.022290366650007706,0.023523411360400228
21,0.021288698648409307,0.02180090826772934
22,0.023630365962958196,0.023059209242086806
23,0.023232576203012258,0.023414506295299092
24,0.022304504530673272,0.022549659493158593
25,0.022398195464049527,0.022382623382824537
26,0.021444560504213953,0.022399436651114837
27,0.020529369336679378,0.021551458124448315
28,0.02089154720929635,0.02142530823074106
29,0.021085058886414307,0.02208334118175035
30,0.021349877455954475,0.022780540667405626
31,0.02165663120144843,0.022588071049660208
32,0.02099946428824277,0.021795064234153252
33,0.021231578928876966,0.0226182542873028
34,0.021971077004504628,0.02308552953452753
35,0.021948679868741078,0.023036623598771528
36,0.0212751632293174,0.02266344292449563
37,0.021635470171211164,0.02322283097084811
38,0.021234237622828354,0.02313854947574744
39,0.02064589046478905,0.022923206537746973
40,0.02063678419989473,0.023030942731548418
41,0.02125545077469978,0.023848705974309572
42,0.021540952108458595,0.023501115265490324
43,0.021610687955644768,0.023014663785831727
44,0.021061946544654216,0.0221994123233499
45,0.022614353883959666,0.023130340223576216
46,0.022156912695149137,0.02347603531082831
47,0.02130074339417732,0.02325995858921062
48,0.021198021133457225,0.023542428806069802
49,0.022450923067354276,0.023580444577353005
50,0.02206739456002031,0.023733421656069932
51,0.02189356311381017,0.02361867974757467
52,0.021028811904604927,0.023149145248936326
53,0.02102220640409866,0.022859690115706384
54,0.019654120993636157,0.022017935501757686
55,0.02045989542513615,0.022021678549091202
56,0.01980284385222602,0.022059534761586
57,0.019212253247617717,0.022273267771232345
58,0.018981458918921643,0.022305576255997762
59,0.018984504359241237,0.0224675261965526
60,0.02034384174923833,0.02295180445566574
61,0.021145112842889044,0.02359207746649793
62,0.020533869323523583,0.023142548298608536
63,0.019854506155440266,0.02325127204090939
64,0.01998819571749344,0.023249406220163648
65,0.021158377272327573,0.023079650572556516
66,0.021270880679121158,0.022520634810600855
67,0.02143861484289132,0.022697958961270158
68,0.022320571477358955,0.023393330425894563
69,0.022505376773049306,0.023636331346274034
70,0.022237202960917257,0.023578991122601544
71,0.022035725487066095,0.023434777817082506
72,0.022126737037931672,0.023533047045321557
73,0.021698257720535442,0.022737079395960286
74,0.022416553165817334,0.02337369912268712
75,0.020959799016900656,0.02219294306057738
76,0.022316757342036867,0.02024296917005953
77,0.022847923141752345,0.020777180199654622
78,0.02230588578258476,0.02082803809806084
79,0.021914198348886665,0.020317227203003912
80,0.02129702079473864,0.020383779845601514
81,0.02192086185031062,0.020742998514938275
82,0.021452179576721606,0.02040244743133883
83,0.02066432696457637,0.02012168189425002
84,0.020152099404577586,0.0204251450291334
85,0.02073352733387958,0.02084212945037543
86,0.02068058898269359,0.019978231895704805
87,0.021179970036565104,0.020654533423212156
88,0.018892760010941784,0.01844862147353418
89,0.02143702201066052,0.019515872370172823
90,0.022202608272638116,0.02099898283154226
91,0.022944072305554068,0.020889838192403677
92,0.021698598088028768,0.019503059267524613
93,0.021957539557544835,0.020334334327140918
94,0.02154873847647063,0.020992698509240973
95,0.021718511271442642,0.02132516115530736
96,0.021452695871657178,0.021416708470866873
97,0.02227679928043446,0.021063354078104363
98,0.02224534363244501,0.021419610073889973
99,0.02206199878652625,0.021842424535206333
100,0.021254772646755536,0.021411352931043914
101,0.02159481956546849,0.02113186345682451
102,0.021835776620285553,0.021078506199567908
103,0.021145621500077934,0.020423254872568814
104,0.021812912290222537,0.020570823460205195
105,0.021882034852643478,0.02046787880059828
106,0.022235686835387375,0.020383888914722738
107,0.01978138490112098,0.018477806429006562
108,0.018009615035839876,0.018039143138418503
109,0.02146064238754984,0.01971192058103301
110,0.025930541525529555,0.020919287618247868
111,0.026343889599090613,0.021587731339730333
112,0.026236746917998408,0.021605494904894603
113,0.027736045820819018,0.022984656626423884
114,0.02753544968310123,0.023991554898723972
115,0.024940455653496642,0.023585896514472123
116,0.023980720514191457,0.023439144939609344
117,0.021959163333908405,0.022173125163569094
118,0.022100322417395846,0.022131514755552098
119,0.02332591008489029,0.02262311599249792
120,0.023437246051632575,0.022475085983569443
121,0.02246168525465724,0.021802114144371207
122,0.022877575040347233,0.02246007664558714
123,0.022936235089819075,0.02269981988736933
124,0.023073009306973372,0.023064340635170894
125,0.02109384354715762,0.022193743084541136
126,0.02133415095347038,0.02247163071467796
127,0.021696518075015707,0.02272546202780489
128,0.02166181550402259,0.022524778697173394
129,0.021109161756883495,0.022273652388233617
130,0.021364727077346563,0.022992226459456273
131,0.021398826218754382,0.023563775269215596
132,0.022186027264419355,0.0240485721138461
133,0.023775157512875428,0.024125569053246244
134,0.02471986392615891,0.024095463451134027
135,0.025934968547517038,0.02352219366471361
136,0.025064807332498402,0.022889303759535264
137,0.024085676550683898,0.02252456776175175
138,0.02371662398602862,0.022822736176670407
139,0.02257086300630994,0.02109909967493785
140,0.023797835410811773,0.022429669802604257
141,0.024537210474838755,0.02329846187876377
142,0.025085035253386068,0.023477809081681046
143,0.024664496388726028,0.02351730665513431
144,0.024846028172687957,0.02328252329125437
145,0.026443170306880016,0.024085088133522545
146,0.027026553551757992,0.024329723165695778
147,0.026364996280180766,0.023601739431710497
148,0.02376406573973024,0.021901000956174418
149,0.026358519612958587,0.02311047647880369
150,0.030353016278990362,0.025724475565833245
151,0.03139550713974637,0.026099015763665
152,0.028787368669945742,0.025546388288033628
153,0.023821445111855195,0.020949883138688747
154,0.023681788505179966,0.020474663905318755
155,0.02451793700753056,0.02100694533301787
156,0.02394644164840286,0.0210686996923384
157,0.02345266120449563,0.02111438911006774
158,0.022378729698844038,0.020723785392108462
159,0.02072048019804106,0.018966784136312472
160,0.023281537769996523,0.020101361958869312
161,0.024417579168616203,0.02073823337703079
162,0.022957375714658165,0.020706944727279752
163,0.02240330399339428,0.02116331680644724
164,0.021574066966252543,0.021490032658490314
165,0.020019143229586468,0.02085786064953244
166,0.01890929585459268,0.01983599132855306
167,0.01806393654321975,0.01960907435000658
168,0.019026154644493715,0.020187748996326825
169,0.018463462299569577,0.020426375487357155
170,0.01859666551336002,0.02049316676213089
171,0.018565674257065713,0.0193753830783274
172,0.0194686784099647,0.01947907304552083
173,0.01880238296191948,0.019119291663598468
174,0.019913719136508145,0.019915669951980075
175,0.021091577349063396,0.020385807345311556
176,0.021609839346568013,0.020353261409579482
177,0.02186607713727461,0.020653693577116477
178,0.021531691863915847,0.020035575295137754
179,0.021771542059840842,0.020392606750856433
180,0.022397361642833614,0.02083101691140021
181,0.022265989139729166,0.0204004460671458
182,0.022027801584320047,0.0209742455547226
183,0.02237309653931145,0.02111417606477618
184,0.022879237972435504,0.021911762587667808
185,0.023010355473627092,0.021405698884454517
186,0.022866168920613845,0.02089388364277561
187,0.02094326476164426,0.020416652359963414
188,0.021889571642816984,0.020609802892514642
189,0.020213692005685374,0.018612731630839194
190,0.02019095690975759,0.017852702432359053
191,0.021829341550881603,0.018637293918974028
192,0.023021134449862986,0.01917515891245809
193,0.022720321921573826,0.019669239619456998
194,0.021161457140869262,0.018869330906055398
195,0.02217426198716827,0.019695466117670535
196,0.024005617537745667,0.02099648913897744
197,0.02476453960759772,0.02167952654952116
198,0.02565503806672414,0.02180665357389797
199,0.02589770552014634,0.022521637491088833
200,0.02514438433848704,0.021588616471285526
201,0.026046420397709134,0.02181809039627588
202,0.026749701263156907,0.022581273622299725
203,0.02769029176296062,0.022578634012476628
204,0.027181983124371804,0.022413957596264317
205,0.027801758716917785,0.023454090605377245
206,0.028345414953338657,0.023413875336332175
207,0.028086969814292997,0.02295945656371834
208,0.028532111491022773,0.023157669427355008
209,0.02829935877482919,0.0234154829486299
210,0.028463387019519695,0.02415728462631517
211,0.02826013045203818,0.024285494380642543
212,0.02881949648503386,0.02430039711997371
213,0.027041220730966757,0.02355770133065643
214,0.025627441738026856,0.022767204247978946
215,0.025327107849282045,0.022251540563791725
216,0.024878669370695175,0.021515216356132953
217,0.023482787709725242,0.020314788682176396
218,0.023948686062862195,0.020282743885730058
219,0.02465486919891375,0.02022898360132643
220,0.0247601832537225,0.020780422136100735
221,0.025313131371310835,0.021466329410620422
222,0.025872550993752286,0.02205808565636151
223,0.026105256439290618,0.022281125488589352
224,0.025934592888599964,0.021544240627449193
225,0.02653963599971188,0.021944208890084332
226,0.02600429997861589,0.0215195808395305
227,0.02366126330400715,0.02047938249393423
228,0.023427339672814115,0.02063392724245976
229,0.024109831181198728,0.02069549837281526
230,0.02357329223481533,0.020793436167202112
231,0.023099921046819166,0.020979119966236803
232,0.02410064358403262,0.022467897784182025
233,0.024199570646085158,0.022885614888046885
234,0.02496375402011657,0.02280600717636916
235,0.02489102003048223,0.02310088635891631
236,0.024553466857433162,0.023248014672788336
237,0.02301140977233663,0.022943533403922797
238,0.022092081537146948,0.021980034067972786
239,0.021598919961316312,0.021364120699609076
240,0.022588589527194662,0.021969713597983057
241,0.02266336599257358,0.021162056647043778
242,0.02403345750756928,0.021638312368613768
243,0.025032340234581084,0.02220978716218498
244,0.025307422149538215,0.02273198865561207
245,0.024782503124128368,0.022901880939987226
246,0.02408713344992302,0.022895828408878376
247,0.025196568420121985,0.022875228931092163
248,0.025293173251116272,0.02326888023407559
249,0.025396229007232443,0.023481786748948654
250,0.02493476199904831,0.0232002957096622
251,0.024974407633391173,0.02270523929607996
252,0.02568260754289443,0.023022584028561596
253,0.025870229433967263,0.023036928060486735
254,0.025287344680541744,0.02230383186801211
255,0.025568360763032507,0.02361355081341014
256,0.025714019912456445,0.023373985782511927
257,0.026124649348015394,0.023296562614571394
258,0.025553286641546012,0.022949329447816857
259,0.02630395097144069,0.023765732178516435
260,0.025731029869112063,0.023557739553038866
261,0.024578265801314076,0.023696725081158276
262,0.023799182251367016,0.023223664150753366
263,0.01995561161491952,0.02071531269869793
264,0.018320136999404633,0.018627622691563005
265,0.018980329366755068,0.018481793337532713
266,0.018972802624227972,0.018717874095739814
267,0.019950969260151528,0.01934752005280452
268,0.01907172852030965,0.01884640038618574
269,0.02084916198625558,0.02032372934142233
270,0.02208900454647156,0.02127246249519476
271,0.02221672909090215,0.02150176852879331
272,0.022011991050840743,0.021628258178270444
273,0.02261292518288194,0.02143180928784964
274,0.022231079779765923,0.021127660657893867
275,0.021449121616256558,0.019964497649262346
276,0.023899185810020238,0.020819494412632616
277,0.025175913093060456,0.020573036379896395
278,0.025203871466598627,0.02078259478636987
279,0.023707091687527843,0.020129659754310563
280,0.023223794839556867,0.020140408208660362
281,0.022754901920723894,0.020453246658871244
282,0.0216110477071386,0.019734525630012403
283,0.022126414374816723,0.02016538446048757
284,0.02313541581685392,0.02066625037607254
285,0.020676196366500536,0.020265965974598413
286,0.01965495014771219,0.019868878136036033
287,0.019737423087246412,0.019048934097966104
288,0.02073292688555305,0.01894004034848707
289,0.021534448245074854,0.019324549746204272
290,0.02038340831561775,0.018612822793866973
